agent,user_id,split,severity,episode,step,action_idx,scenario_type,difficulty,task_completed,reward,frustration,engagement,confidence,cooperation,fairness,num_retries,completion_time
random,user_008,train,3,0,5,183,conflict_resolution,1,True,0.9513254267536799,0.09999999999999999,1.0,0.7955028450245338,0.52,0.5,0,23.689564513110984
random,user_008,train,3,0,6,72,patience,2,False,0.4822449582944002,0.39999999999999997,1.0,0.6416330552960015,0.52,0.5,0,22.798261713739095
random,user_008,train,3,0,7,37,sharing,4,False,0.5058993809267698,0.3,1.0,0.6993292061784657,0.52,0.5,0,23.785915324845426
random,user_008,train,3,0,8,75,patience,5,True,0.9686604064719101,0.0,1.0,0.811069376479401,0.53,0.5,0,21.53310881322706
random,user_008,train,3,0,9,5,sharing,3,False,0.5014267127216151,0.19999999999999998,0.9262534513392847,0.7170045154655312,0.53,0.5,0,27.21887990049303
random,user_008,train,3,0,10,23,sharing,3,True,0.9682680095495408,0.0,0.9985709349339282,0.8113115271290829,0.54,0.5,0,30.319315920271592
random,user_008,train,3,0,11,20,sharing,3,False,0.48646806688241906,0.39999999999999997,1.0,0.6697871125494604,0.54,0.5,0,30.764805587000133
random,user_008,train,3,0,12,173,turn_taking,5,False,0.530005058442669,0.19999999999999998,1.0,0.7600337229511263,0.54,0.5,0,29.90638413923486
random,user_008,train,3,0,13,162,turn_taking,5,False,0.4200718656129685,0.6,1.0,0.42714577075312327,0.54,0.5,0,26.196457420208898
random,user_008,train,3,0,14,156,turn_taking,5,True,0.9496579396991457,0.09999999999999999,1.0,0.7843862646609716,0.55,0.5,0,23.473846535708507
random,user_008,train,3,0,15,103,emotion_recognition,4,True,0.9724641600376731,0.0,1.0,0.8364277335844879,0.56,0.5,0,23.032474052867798
random,user_008,train,3,0,16,161,turn_taking,4,True,0.9713649504410222,0.0,1.0,0.8290996696068156,0.5700000000000001,0.5,0,26.69998766072044
random,user_008,train,3,0,17,36,sharing,5,False,0.5045918524959084,0.3,1.0,0.6906123499727229,0.5700000000000001,0.5,0,24.0960973288002
random,user_008,train,3,0,18,202,conflict_resolution,5,True,0.9656156671232734,0.0,1.0,0.7907711141551559,0.5800000000000001,0.5,0,25.54310893483609
random,user_008,train,3,0,19,112,emotion_recognition,5,True,0.9267775544160588,0.19999999999999998,1.0,0.7318503627737256,0.5900000000000001,0.5,0,25.887764064422306
random,user_009,train,2,0,0,211,conflict_resolution,4,False,0.5083699523187215,0.3,1.0,0.7157996821248099,0.5,0.5,0,15.817430629651625
